[2025-11-08 15:59:30,902] DEBUG    [MainThread|MainProcess] Logger (client.py:handle_group_event:165) | {'group_id': '244188291', 'user_id': '3451838145', 'message_type': 'group', 'sub_type': 'normal', 'font': '14', 'sender': "{'user_id': 3451838145, 'nickname': '晓阳破雾', 'card': ''}", 'raw_message': '群里有没有大厂的', 'message_id': '1544493544', 'message_seq': '1544493544', 'real_id': '1544493544', 'message': "[{'type': 'text', 'data': {'text': '群里有没有大厂的'}}]", 'message_format': 'array'}
[2025-11-08 15:59:30,903] INFO     [MainThread|MainProcess] Logger (main.py:on_group_message:972) | {'group_id': '244188291', 'user_id': '3451838145', 'message_type': 'group', 'sub_type': 'normal', 'font': '14', 'sender': "{'user_id': 3451838145, 'nickname': '晓阳破雾', 'card': ''}", 'raw_message': '群里有没有大厂的', 'message_id': '1544493544', 'message_seq': '1544493544', 'real_id': '1544493544', 'message': "[{'type': 'text', 'data': {'text': '群里有没有大厂的'}}]", 'message_format': 'array'}
[2025-11-08 15:59:47,499] DEBUG    [MainThread|MainProcess] websockets.client (protocol.py:read_frame:1177) | < TEXT '{"time":1762588787,"self_id":3927480137,"post_t...true},"interval":30000}' [149 bytes]
[2025-11-08 15:59:47,499] DEBUG    [MainThread|MainProcess] Logger (connect.py:on_message:74) | {'time': 1762588787, 'self_id': 3927480137, 'post_type': 'meta_event', 'meta_event_type': 'heartbeat', 'status': {'online': True, 'good': True}, 'interval': 30000}
[2025-11-08 16:00:06,078] DEBUG    [MainThread|MainProcess] websockets.client (protocol.py:read_frame:1177) | < TEXT '{"self_id":3927480137,"user_id":3257053519,"tim...","group_id":105656673}' [430 bytes]
[2025-11-08 16:00:06,079] DEBUG    [MainThread|MainProcess] Logger (client.py:handle_group_event:165) | {'group_id': '105656673', 'user_id': '3257053519', 'message_type': 'group', 'sub_type': 'normal', 'font': '14', 'sender': "{'user_id': 3257053519, 'nickname': '梦蝶', 'card': ''}", 'raw_message': '操你妈', 'message_id': '1399164036', 'message_seq': '1399164036', 'real_id': '1399164036', 'message': "[{'type': 'text', 'data': {'text': '操你妈'}}]", 'message_format': 'array'}
[2025-11-08 16:00:06,079] INFO     [MainThread|MainProcess] Logger (main.py:on_group_message:972) | {'group_id': '105656673', 'user_id': '3257053519', 'message_type': 'group', 'sub_type': 'normal', 'font': '14', 'sender': "{'user_id': 3257053519, 'nickname': '梦蝶', 'card': ''}", 'raw_message': '操你妈', 'message_id': '1399164036', 'message_seq': '1399164036', 'real_id': '1399164036', 'message': "[{'type': 'text', 'data': {'text': '操你妈'}}]", 'message_format': 'array'}
[2025-11-08 16:00:06,087] DEBUG    [MainThread|MainProcess] websockets.client (protocol.py:__init__:256) | = connection is CONNECTING
[2025-11-08 16:00:06,088] DEBUG    [MainThread|MainProcess] websockets.client (client.py:write_http_request:114) | > GET /api HTTP/1.1
[2025-11-08 16:00:06,088] DEBUG    [MainThread|MainProcess] websockets.client (client.py:write_http_request:116) | > Host: localhost:3001
[2025-11-08 16:00:06,088] DEBUG    [MainThread|MainProcess] websockets.client (client.py:write_http_request:116) | > Upgrade: websocket
[2025-11-08 16:00:06,089] DEBUG    [MainThread|MainProcess] websockets.client (client.py:write_http_request:116) | > Connection: Upgrade
[2025-11-08 16:00:06,089] DEBUG    [MainThread|MainProcess] websockets.client (client.py:write_http_request:116) | > Sec-WebSocket-Key: 7QCqFc1+8TH35i18rG4rAg==
[2025-11-08 16:00:06,089] DEBUG    [MainThread|MainProcess] websockets.client (client.py:write_http_request:116) | > Sec-WebSocket-Version: 13
[2025-11-08 16:00:06,089] DEBUG    [MainThread|MainProcess] websockets.client (client.py:write_http_request:116) | > Sec-WebSocket-Extensions: permessage-deflate; client_max_window_bits
[2025-11-08 16:00:06,089] DEBUG    [MainThread|MainProcess] websockets.client (client.py:write_http_request:116) | > Content-Type: application/json
[2025-11-08 16:00:06,089] DEBUG    [MainThread|MainProcess] websockets.client (client.py:write_http_request:116) | > User-Agent: Python/3.13 websockets/10.4
[2025-11-08 16:00:06,090] DEBUG    [MainThread|MainProcess] websockets.client (client.py:read_http_response:147) | < HTTP/1.1 101 Switching Protocols
[2025-11-08 16:00:06,091] DEBUG    [MainThread|MainProcess] websockets.client (client.py:read_http_response:149) | < Upgrade: websocket
[2025-11-08 16:00:06,091] DEBUG    [MainThread|MainProcess] websockets.client (client.py:read_http_response:149) | < Connection: Upgrade
[2025-11-08 16:00:06,091] DEBUG    [MainThread|MainProcess] websockets.client (client.py:read_http_response:149) | < Sec-WebSocket-Accept: haeqLQ3jrCqg8MwX8/3K9qEyTLE=
[2025-11-08 16:00:06,091] DEBUG    [MainThread|MainProcess] websockets.client (protocol.py:connection_open:357) | = connection is OPEN
[2025-11-08 16:00:06,091] DEBUG    [MainThread|MainProcess] websockets.client (protocol.py:write_frame_sync:1183) | > TEXT '{"action": "send_group_msg", "params": {"group_...]}, "echo": 1762588806}' [300 bytes]
[2025-11-08 16:00:06,588] DEBUG    [MainThread|MainProcess] websockets.client (protocol.py:read_frame:1177) | < TEXT '{"time":1762588806,"self_id":3927480137,"post_t...ew":"","card_old":"小🦋"}' [165 bytes]
[2025-11-08 16:00:06,589] DEBUG    [MainThread|MainProcess] websockets.client (protocol.py:read_frame:1177) | < TEXT '{"status":"ok","retcode":0,"data":{"message_id"...":"","echo":1762588806}' [103 bytes]
[2025-11-08 16:00:06,590] DEBUG    [MainThread|MainProcess] Logger (client.py:handle_notice_event:192) | {'time': 1762588806, 'self_id': 3927480137, 'post_type': 'notice', 'group_id': 105656673, 'user_id': 3927480137, 'notice_type': 'group_card', 'card_new': '', 'card_old': '小🦋'}
[2025-11-08 16:00:06,590] DEBUG    [MainThread|MainProcess] websockets.client (protocol.py:write_close_frame:1232) | = connection is CLOSING
[2025-11-08 16:00:06,590] DEBUG    [MainThread|MainProcess] websockets.client (protocol.py:write_frame_sync:1183) | > CLOSE 1000 (OK) [2 bytes]
[2025-11-08 16:00:06,592] DEBUG    [MainThread|MainProcess] websockets.client (protocol.py:read_frame:1177) | < CLOSE 1000 (OK) [2 bytes]
