[2025-11-15 11:50:02,850] DEBUG    [ThreadPoolExecutor-0_0|MainProcess] urllib3.connectionpool (connectionpool.py:_new_conn:1022) | Starting new HTTPS connection (1): ghfast.top:443
[2025-11-15 11:50:03,240] WARNING  [MainThread|MainProcess] Logger (config.py:validate_config:179) | 建议设置好 root 账号保证权限功能能够正常使用
[2025-11-15 11:50:03,241] INFO     [MainThread|MainProcess] Logger (config.py:validate_config:180) | [BOTQQ]: 3927480137 | [WSURI]: ws://localhost:3001 | [WS_TOKEN]:  | [ROOT]: 123456 | [WEBUI]: http://localhost:6099
[2025-11-15 11:50:03,241] INFO     [MainThread|MainProcess] Logger (config.py:validate_config:192) | 未启用插件白名单或黑名单，将加载所有插件
[2025-11-15 11:50:03,242] DEBUG    [MainThread|MainProcess] AccessController (access_controller.py:_load_access:172) | 加载权限
[2025-11-15 11:50:03,243] DEBUG    [MainThread|MainProcess] asyncio (proactor_events.py:__init__:631) | Using proactor: IocpProactor
[2025-11-15 11:50:03,687] DEBUG    [ThreadPoolExecutor-0_0|MainProcess] urllib3.connectionpool (connectionpool.py:_make_request:475) | https://ghfast.top:443 "GET / HTTP/1.1" 200 None
[2025-11-15 11:50:07,623] INFO     [MainThread|MainProcess] adapter.nc.start (start.py:read_webui_config:286) | Token: napcat, Webui port: 6099
[2025-11-15 11:50:07,623] INFO     [MainThread|MainProcess] adapter.nc.start (start.py:get_launcher_name:126) | 当前操作系统为: Windows 11
[2025-11-15 11:50:07,624] INFO     [MainThread|MainProcess] adapter.nc.start (start.py:start_napcat_windows:139) | 正在启动QQ, 启动器路径: E:\hhttmmll\Py\QQBot\napcat\launcher.bat
[2025-11-15 11:50:07,638] DEBUG    [MainThread|MainProcess] asyncio (proactor_events.py:__init__:631) | Using proactor: IocpProactor
[2025-11-15 11:50:11,700] INFO     [MainThread|MainProcess] adapter.nc.launcher (launcher.py:launch_napcat_service:146) | 登录中...
[2025-11-15 11:50:11,701] INFO     [MainThread|MainProcess] adapter.nc.login (login.py:login:296) | 即将弹出权限请求, 请允许
[2025-11-15 11:50:11,723] DEBUG    [MainThread|MainProcess] urllib3.connectionpool (connectionpool.py:_new_conn:246) | Starting new HTTP connection (1): localhost:6099
[2025-11-15 11:50:14,315] DEBUG    [MainThread|MainProcess] urllib3.connectionpool (connectionpool.py:_make_request:475) | http://localhost:6099 "POST /api/auth/login HTTP/1.1" 200 315
[2025-11-15 11:50:14,336] DEBUG    [MainThread|MainProcess] adapter.nc.login (login.py:__init__:78) | 成功连接到 WEBUI
